rounded_cumulative_distance,Height(m),cumulative_distance,geometry,Datetime,latitude,longitude,height,water_frac,coherent_power,classification,missed_detection_rate,geolocation_qual,index_right,nearest_GNSS_height,nearest_GNSS_dist,nearest_index,distance_to_nearest,height_detrended
11257.0,29.1197,11256.711847218772,POINT (717813.8505474011 5420828.891438191),2024-01-10 21:07:55.000,-41.33461725806366,-72.39698392518937,29.264883,1.2128885,35882700.0,4.0,0.00015209318,0.0,0.0,29.1197,11256.711847218772,10643,3.130325635332856,21.890632978633334
11208.0,29.1218,11208.472084155834,POINT (717797.8828455957 5420783.525988947),2024-01-10 21:08:16.000,-41.33502540916122,-72.39708745165285,29.12294,2.0012412,65272988.0,4.0,0.00014556595,0.0,0.0,29.1218,11208.472084155834,10602,8.658405827192057,21.78029175352335
11082.0,28.9657,11081.938372421746,POINT (717822.0689775673 5420665.865077842),2024-01-10 21:09:11.000,-41.335978225975545,-72.3967142684607,28.800608,1.5682001,41124244.0,4.0,0.00013910032,0.0,0.0,28.9657,11081.938372421746,10492,15.616058805693656,21.540851741798704
10749.0,28.7116,10749.016795027312,POINT (718066.0517024762 5420447.013940745),2024-01-10 21:12:03.000,-41.33787940978579,-72.39375440414204,28.708946,1.0717605,24827706.0,4.0,0.000109792054,1.0,0.0,28.7116,10749.016795027312,10192,13.841147730422916,21.66728601916063
10470.0,28.5141,10469.703672231197,POINT (718215.8833361515 5420215.066025862),2024-01-10 21:14:38.000,-41.339911853709225,-72.3915612481801,28.406576,0.55047786,10933113.0,3.0,0.00018525078,1.0,0.0,28.5141,10469.703672231197,9914,38.16645843092482,21.547893502257185
10404.0,28.4693,10404.319603740416,POINT (718220.9794061416 5420150.12369412),2024-01-10 21:15:11.000,-41.34059598856116,-72.39197422892124,28.676155,1.5830252,32090806.0,4.0,0.00018671021,1.0,0.0,28.4693,10404.319603740416,9850,5.2986495907071385,21.86030547826379
10368.0,28.4331,10368.227550270394,POINT (718216.9272861253 5420114.290273607),2024-01-10 21:15:28.000,-41.34095169044077,-72.3917016025971,28.264582,0.7233921,17573102.0,3.0,0.0002050979,0.0,0.0,28.4331,10368.227550270394,9815,20.753710902324716,21.472376312243448
10350.0,28.4361,10350.095747690775,POINT (718212.8752896348 5420096.623442014),2024-01-10 21:15:37.000,-41.34104314595414,-72.39220141990234,28.414873,0.96032757,22689074.0,4.0,0.00019362103,1.0,0.0,28.4361,10350.095747690775,9797,18.36414812179696,21.634545420822125
10127.0,28.2655,10127.32456728287,POINT (718100.4010497845 5419910.108510796),2024-01-10 21:17:22.000,-41.34251937216277,-72.39361981961366,28.264868,0.63028884,19743616.0,3.0,0.00020155477,0.0,0.0,28.2655,10127.32456728287,9586,42.461286610371296,21.630477387511803
10053.0,28.2541,10052.534356600296,POINT (718047.9552118406 5419856.837642196),2024-01-10 21:17:54.000,-41.34335727224405,-72.39376601440614,28.119446,1.8562872,68986210.0,3.0,0.00019327555,0.0,0.0,28.2541,10052.534356600296,9522,11.888297743357093,21.534050308960403
9976.0,28.2012,9975.72603683604,POINT (717999.348541202 5419797.456428666),2024-01-10 21:18:29.000,-41.34387180678511,-72.39436159046852,28.184498,2.124774,113549950.0,4.0,0.00018194686,0.0,0.0,28.2012,9975.72603683604,9454,7.201357008656752,21.649419289740422
9938.0,28.1977,9937.89237222591,POINT (717977.548528272 5419766.6233040355),2024-01-10 21:18:48.000,-41.34398520282296,-72.39498141773339,28.210943,1.2325884,80924184.0,4.0,0.00017299257,0.0,0.0,28.1977,9937.89237222591,9417,29.15002412880865,21.70064904978814
9766.0,28.1309,9766.314432097712,POINT (717908.3800531361 5419611.668430351),2024-01-10 21:20:13.000,-41.34552220032497,-72.39567487146525,28.131163,2.4038775,60504644.0,4.0,0.0002173261,0.0,0.0,28.1309,9766.314432097712,9248,18.815539549507516,21.73326942441166
9381.0,27.9892,9380.89019675972,POINT (718123.4829093583 5419316.802191529),2024-01-10 21:24:12.000,-41.348020893292194,-72.39270558655898,27.951328,1.5015497,28486188.0,3.0,0.00040950818,0.0,0.0,27.9892,9380.89019675972,8864,12.957329778223937,21.80592509080272
9260.0,27.9541,9260.020576557768,POINT (718226.1506092048 5419253.620058457),2024-01-10 21:25:41.000,-41.34883761021484,-72.39162724896937,27.75489,1.3323088,42204904.0,4.0,0.00046788392,0.0,0.0,27.9541,9260.020576557768,8743,20.86640465933113,21.688668543739798
9157.0,27.88875,9156.924212912812,POINT (718315.2237127186 5419202.308317123),2024-01-10 21:26:58.500,-41.34901622628872,-72.39038676350253,27.738052,0.80963284,24355102.0,4.0,0.0005164227,0.0,0.0,27.88875,9156.924212912812,8640,10.820643494780056,21.739368770899755
8993.0,27.7955,8992.926226584375,POINT (718463.3733068202 5419133.9247666905),2024-01-10 21:28:40.000,-41.349499802729966,-72.38859614723083,27.655828,0.78783476,15439532.0,4.0,0.0005918016,0.0,0.0,27.7955,8992.926226584375,8476,20.36247786677311,21.764579532542463
8936.0,27.763,8935.73107807036,POINT (718519.182965416 5419121.554507598),2024-01-10 21:29:11.000,-41.34958011833122,-72.38792674985274,27.719393,0.7552525,14481716.0,4.0,0.0006062997,0.0,0.0,27.763,8935.73107807036,8419,22.05597908382027,21.86561296301097
8895.0,27.7556,8895.013299146089,POINT (718558.0613031562 5419109.475037598),2024-01-10 21:29:31.000,-41.349922496652844,-72.38752975125118,26.79103,0.38638088,10970975.0,6.0,0.00060038106,0.0,0.0,27.7556,8895.013299146089,8378,5.734853802357726,20.963924100732324
8782.0,27.72685,8782.048223806045,POINT (718663.1109823415 5419068.289141597),2024-01-10 21:30:33.500,-41.35007950375035,-72.38617131441066,27.70481,0.118990414,3656158.0,3.0,0.0006909511,1.0,0.0,27.72685,8782.048223806045,8265,16.167094274179746,21.95170730171555
8728.0,27.7193,8727.75555442649,POINT (718711.8798185975 5419044.460964505),2024-01-10 21:31:03.000,-41.35038782418068,-72.38563975233916,27.61451,0.8533275,27080850.0,3.0,0.00083764776,1.0,0.0,27.7193,8727.75555442649,8211,3.278091908419861,21.896974323752374
8714.0,27.713,8713.791101714678,POINT (718724.8996181558 5419039.419161824),2024-01-10 21:31:10.000,-41.35056742496997,-72.385534225004,27.680069,1.365132,41950864.0,4.0,0.00090535305,0.0,0.0,27.713,8713.791101714678,8197,12.62953152500442,21.97168140954387
8127.0,27.4909,8126.765676466234,POINT (719180.3743771657 5418691.919140485),2024-01-10 21:38:08.000,-41.35339088509422,-72.37988509264147,27.339027,1.9712764,94081736.0,4.0,0.00033362056,0.0,0.0,27.4909,8126.765676466234,7610,8.634423750683581,22.0151986230544
8090.0,27.4624,8090.016618627392,POINT (719212.1269898501 5418673.432793441),2024-01-10 21:38:34.000,-41.353282951278544,-72.37929554357618,27.331924,1.027625,46277988.0,3.0,0.00029274056,0.0,0.0,27.4624,8090.016618627392,7573,42.69447763771311,22.032169859317296
7693.0,27.22425,7692.992350781302,POINT (719496.4941294022 5418407.392100312),2024-01-10 21:44:03.000,-41.35621112166535,-72.37651104220055,27.854712,0.19074397,5194021.5,6.0,0.00019387023,0.0,0.0,27.22425,7692.992350781302,7176,49.157681479767376,22.815047684426435
7653.0,27.1973,7653.0300237924575,POINT (719520.7900213976 5418375.707628414),2024-01-10 21:44:33.000,-41.35629681228547,-72.37587140946903,27.183043,1.4291546,62968296.0,4.0,0.00016318336,0.0,0.0,27.1973,7653.0300237924575,7136,13.716791570250178,22.169557927055283
7617.0,27.2216,7616.927880491,POINT (719542.5212344308 5418346.904072262),2024-01-10 21:44:59.000,-41.35670079059924,-72.37586277608358,27.192305,0.60556835,23723934.0,4.0,0.0001602899,0.0,0.0,27.2216,7616.927880491,7100,41.22531077317456,22.202470370863875
7577.0,27.1722,7577.118695558402,POINT (719560.8657735639 5418311.768717038),2024-01-10 21:45:22.000,-41.356808869247416,-72.37534536319112,27.113794,0.59478486,23772306.0,4.0,0.00013877492,0.0,0.0,27.1722,7577.118695558402,7060,8.790853378928297,22.15003829042974
7573.0,27.1765,7572.619931620234,POINT (719562.4016870268 5418307.540496886),2024-01-10 21:45:24.000,-41.35674529950419,-72.37499854613617,29.063498,0.5096423,7229441.5,6.0,0.00018807485,0.0,0.0,27.1765,7572.619931620234,7056,20.79301058375664,24.10268942192937
7553.0,27.1644,7552.856996289601,POINT (719567.404423914 5418288.446298404),2024-01-10 21:45:36.000,-41.3570124449749,-72.37534973888523,27.10687,1.1173598,75259150.0,4.0,0.00013811741,0.0,0.0,27.1644,7552.856996289601,7036,15.97164414899355,22.15900808239845
7180.0,27.0277,7179.816128329399,POINT (719522.9500150965 5417923.48991376),2024-01-10 21:49:02.000,-41.36028456833061,-72.375499484606,26.903032,1.6170112,182631260.0,4.0,6.8580106e-05,0.0,0.0,27.0277,7179.816128329399,6663,5.159891318187052,22.199548428922956
7112.0,27.01475,7111.964688498894,POINT (719531.1702993552 5417857.048089655),2024-01-10 21:49:47.000,-41.36088593254427,-72.37546044568825,26.954218,1.888034,120388050.0,4.0,5.424925e-05,0.0,0.0,27.01475,7111.964688498894,6595,2.0264808174110827,22.295183775091793
7092.0,27.0218,7092.095604659139,POINT (719538.7125155828 5417838.6734109),2024-01-10 21:50:00.000,-41.3610924824214,-72.37548097320575,26.927607,0.7391785,37866280.0,4.0,4.9354647e-05,0.0,0.0,27.0218,7092.095604659139,6575,12.95313301885495,22.281588973242588
